unix_time,dt,open,high,low,close,size
1552734780,2019-03-16 20:13:00,442478,442555,442476,442548,114.11405773
1552734840,2019-03-16 20:14:00,442547,442553,442451,442527,102.14631474
1552734900,2019-03-16 20:15:00,442534,442539,442309,442392,133.50221978
1552734960,2019-03-16 20:16:00,442399,442465,442333,442391,92.43258149
1552735020,2019-03-16 20:17:00,442391,442480,442351,442462,126.42904221
1552735080,2019-03-16 20:18:00,442462,442507,442443,442493,43.14342461
1552735140,2019-03-16 20:19:00,442527,442759,442527,442700,160.453905
1552735200,2019-03-16 20:20:00,442697,442767,442678,442766,103.99907839
1552735260,2019-03-16 20:21:00,442766,442766,442656,442677,85.16123447
1552735320,2019-03-16 20:22:00,442676,442680,442427,442453,72.22388284
1552735380,2019-03-16 20:23:00,442456,442550,442438,442550,40.78278212
1552735440,2019-03-16 20:24:00,442550,442699,442550,442650,74.5596441
1552735500,2019-03-16 20:25:00,442650,442718,442626,442645,54.35313835
1552735560,2019-03-16 20:26:00,442655,442750,442604,442655,55.27506766
1552735620,2019-03-16 20:27:00,442671,442689,442416,442506,100.56289865
1552735680,2019-03-16 20:28:00,442474,442525,442416,442490,105.53412334
1552735740,2019-03-16 20:29:00,442479,442567,442479,442540,44.09226803
1552735800,2019-03-16 20:30:00,442540,442750,442525,442684,86.00094109999998
1552735860,2019-03-16 20:31:00,442683,442763,442642,442693,80.98187158
1552735920,2019-03-16 20:32:00,442678,442843,442646,442824,125.3254509
1552735980,2019-03-16 20:33:00,442833,443000,442751,442979,172.37697385
1552736040,2019-03-16 20:34:00,442980,443310,442975,443068,186.34255541
1552736100,2019-03-16 20:35:00,443100,443128,442985,443100,105.70807966
1552736160,2019-03-16 20:36:00,443100,443124,443035,443121,67.76602270000001
1552736220,2019-03-16 20:37:00,443121,443125,443044,443063,51.33087503
1552736280,2019-03-16 20:38:00,443076,443102,442934,443000,100.77369372
1552736340,2019-03-16 20:39:00,443000,443016,442885,442948,120.53310712
1552736400,2019-03-16 20:40:00,442944,442960,442688,442755,147.13526906
1552736460,2019-03-16 20:41:00,442755,442819,442686,442789,88.76716898
1552736520,2019-03-16 20:42:00,442794,442935,442751,442903,82.62635315
1552736580,2019-03-16 20:43:00,442894,443019,442724,442792,140.45389299
1552736640,2019-03-16 20:44:00,442790,442810,442700,442739,65.73019204
1552736700,2019-03-16 20:45:00,442731,442762,442700,442730,54.44844263
1552736760,2019-03-16 20:46:00,442754,443100,442674,443092,122.13514491
1552736820,2019-03-16 20:47:00,443092,443162,443023,443037,130.2249821
1552736880,2019-03-16 20:48:00,443054,443196,443032,443174,125.55122638
1552736940,2019-03-16 20:49:00,443186,443209,443072,443134,117.80771163
1552737000,2019-03-16 20:50:00,443146,443146,442950,443053,73.7230652
1552737060,2019-03-16 20:51:00,443047,443209,443044,443157,76.51014732
1552737120,2019-03-16 20:52:00,443164,443196,443014,443087,65.21245429
1552737180,2019-03-16 20:53:00,443087,443097,442938,443075,77.4794005
1552737240,2019-03-16 20:54:00,443075,443100,442937,442969,65.60621923
1552737300,2019-03-16 20:55:00,442969,443100,442936,442951,84.33849091
1552737360,2019-03-16 20:56:00,442947,442982,442802,442902,126.71422286
1552737420,2019-03-16 20:57:00,442909,443195,442904,443058,124.71212119
1552737480,2019-03-16 20:58:00,443021,443075,442905,442967,91.6280982
1552737540,2019-03-16 20:59:00,442961,442986,442872,442976,80.37495574
1552737600,2019-03-16 21:00:00,442976,442986,442738,442757,91.20427159
1552737660,2019-03-16 21:01:00,442800,442867,442672,442759,168.66599359
1552737720,2019-03-16 21:02:00,442770,442782,442600,442644,125.79753741
1552737780,2019-03-16 21:03:00,442661,442670,442500,442624,175.18696645
1552737840,2019-03-16 21:04:00,442625,442701,442597,442700,58.61558053
1552737900,2019-03-16 21:05:00,442700,442759,442644,442736,74.64908293
1552737960,2019-03-16 21:06:00,442737,442762,442645,442668,76.84941196
1552738020,2019-03-16 21:07:00,442667,442737,442574,442574,75.52271673
1552738080,2019-03-16 21:08:00,442650,442660,442452,442566,153.43897313
1552738140,2019-03-16 21:09:00,442566,442595,442465,442545,150.10944003
1552738200,2019-03-16 21:10:00,442557,442595,442465,442465,126.91674548
1552738260,2019-03-16 21:11:00,442480,442490,442365,442365,139.67532286
1552738320,2019-03-16 21:12:00,442376,442528,442357,442513,91.13867672
1552738380,2019-03-16 21:13:00,442513,442550,442420,442473,94.82728417
1552738440,2019-03-16 21:14:00,442473,442483,442276,442370,134.77709799
1552738500,2019-03-16 21:15:00,442372,442397,441891,442012,276.8517398
1552738560,2019-03-16 21:16:00,442057,442158,441950,441973,174.0576805
1552738620,2019-03-16 21:17:00,441973,441988,441700,441805,272.15394603
1552738680,2019-03-16 21:18:00,441805,441872,441644,441659,162.59581458
1552738740,2019-03-16 21:19:00,441659,441875,441636,441828,188.54799642
1552738800,2019-03-16 21:20:00,441828,442012,441774,441901,237.67641899
1552738860,2019-03-16 21:21:00,441922,441939,441665,441768,204.37728755
1552738920,2019-03-16 21:22:00,441798,442000,441400,442000,386.86982879
1552738980,2019-03-16 21:23:00,441944,441990,441500,441615,264.45625911
1552739040,2019-03-16 21:24:00,441615,441738,441325,441325,245.95429672
1552739100,2019-03-16 21:25:00,441336,441336,438500,438500,1160.01457793
1552739160,2019-03-16 21:26:00,438264,440000,438005,440000,1188.99794685
1552739220,2019-03-16 21:27:00,439939,440499,439772,440318,536.48677707
1552739280,2019-03-16 21:28:00,440299,440500,440063,440482,404.15214975
1552739340,2019-03-16 21:29:00,440500,440500,440000,440109,430.59432112
1552739400,2019-03-16 21:30:00,440109,440109,439001,439622,510.41266228
1552739460,2019-03-16 21:31:00,439399,440176,439150,440048,488.91776395
1552739520,2019-03-16 21:32:00,440082,440389,439801,440235,519.42784269
1552739580,2019-03-16 21:33:00,440246,440311,439860,440308,279.70592722
1552739640,2019-03-16 21:34:00,440308,440480,440167,440394,297.56717227
1552739700,2019-03-16 21:35:00,440394,440560,440322,440513,263.6907044
1552739760,2019-03-16 21:36:00,440513,440532,439753,439891,268.30151456
1552739820,2019-03-16 21:37:00,439928,440350,439800,440111,299.37502026
1552739880,2019-03-16 21:38:00,440111,440269,440004,440004,148.82112595
1552739940,2019-03-16 21:39:00,440027,440173,439700,439778,329.78433491
1552740000,2019-03-16 21:40:00,439786,439898,439439,439756,280.37616645
1552740060,2019-03-16 21:41:00,439777,439900,439450,439757,326.35883506
1552740120,2019-03-16 21:42:00,439750,440050,439523,439986,336.42827598
1552740180,2019-03-16 21:43:00,440031,440069,439400,439485,270.89762403
1552740240,2019-03-16 21:44:00,439493,439543,438900,439003,394.12354903
1552740300,2019-03-16 21:45:00,439002,439280,438471,438871,412.38520881
1552740360,2019-03-16 21:46:00,438867,438886,437000,437900,744.20902794
1552740420,2019-03-16 21:47:00,437900,438803,437765,438473,623.9328561000002
1552740480,2019-03-16 21:48:00,438476,439276,438446,439037,546.62775999
1552740540,2019-03-16 21:49:00,439111,439567,438845,439510,567.46275215
1552740600,2019-03-16 21:50:00,439510,439744,439388,439462,389.64361258
1552740660,2019-03-16 21:51:00,439467,439472,439159,439385,328.26003452
1552740720,2019-03-16 21:52:00,439385,440083,439349,440000,465.99638286
1552740780,2019-03-16 21:53:00,440021,440095,439759,439900,316.6287473000001
1552740840,2019-03-16 21:54:00,439900,439970,439700,439856,187.71852184
1552740900,2019-03-16 21:55:00,439850,440000,439647,439680,194.11138579
1552740960,2019-03-16 21:56:00,439667,439698,439350,439429,303.32307092
1552741020,2019-03-16 21:57:00,439429,439476,438914,439171,379.30381611
1552741080,2019-03-16 21:58:00,439217,439491,439003,439491,267.82578971
1552741140,2019-03-16 21:59:00,439360,439639,439316,439560,233.55368505
1552741200,2019-03-16 22:00:00,439633,439750,439549,439683,230.99845888
1552741260,2019-03-16 22:01:00,439772,439850,439531,439635,242.27754041
1552741320,2019-03-16 22:02:00,439645,439953,439554,439819,227.85013855
1552741380,2019-03-16 22:03:00,439823,440222,439823,440081,180.49771892
1552741440,2019-03-16 22:04:00,440071,440087,439920,439972,139.24994501
1552741500,2019-03-16 22:05:00,439973,440000,439750,439887,120.71454531
1552741560,2019-03-16 22:06:00,439872,440072,439849,440006,135.97834484
1552741620,2019-03-16 22:07:00,440000,440178,439986,440116,157.03210725
1552741680,2019-03-16 22:08:00,440093,440340,439967,440126,225.04431106
1552741740,2019-03-16 22:09:00,440182,440270,439769,439974,272.82283757
1552741800,2019-03-16 22:10:00,439999,440267,439980,440267,151.97363304
1552741860,2019-03-16 22:11:00,440278,440400,440100,440239,240.1067764
1552741920,2019-03-16 22:12:00,440264,440500,440180,440492,298.35054683
1552741980,2019-03-16 22:13:00,440455,440750,440312,440385,283.78706189
1552742040,2019-03-16 22:14:00,440373,440533,440335,440485,205.04855206
1552742100,2019-03-16 22:15:00,440485,440510,440286,440313,154.57279813
1552742160,2019-03-16 22:16:00,440328,440399,440252,440290,160.56496507
1552742220,2019-03-16 22:17:00,440290,440330,440109,440175,185.27594854
1552742280,2019-03-16 22:18:00,440175,440250,439804,440173,180.47712913
1552742340,2019-03-16 22:19:00,440176,440189,439859,440041,172.37442392
1552742400,2019-03-16 22:20:00,440031,440031,439903,439965,133.28122825
1552742460,2019-03-16 22:21:00,439965,439997,439788,439830,129.75079293
1552742520,2019-03-16 22:22:00,439770,440000,439721,439992,204.03754173
1552742580,2019-03-16 22:23:00,439984,440326,439955,440213,241.94104596
1552742640,2019-03-16 22:24:00,440213,440327,440176,440241,181.07426762
1552742700,2019-03-16 22:25:00,440241,440319,440106,440167,111.54536944
1552742760,2019-03-16 22:26:00,440167,440300,440167,440300,95.782384
1552742820,2019-03-16 22:27:00,440300,440499,440224,440388,148.63122049
1552742880,2019-03-16 22:28:00,440393,440497,440249,440327,198.8680839
1552742940,2019-03-16 22:29:00,440338,440350,440231,440231,66.14589831
1552743000,2019-03-16 22:30:00,440221,440222,439875,440025,257.74600416
1552743060,2019-03-16 22:31:00,440048,440179,439914,440140,153.73688826
1552743120,2019-03-16 22:32:00,440126,440223,440097,440129,71.90862599
1552743180,2019-03-16 22:33:00,440125,440173,439978,440071,95.09893129
1552743240,2019-03-16 22:34:00,440071,440098,439908,439949,95.68976387
1552743300,2019-03-16 22:35:00,439949,440482,439900,440163,184.15729249
1552743360,2019-03-16 22:36:00,440201,440428,440146,440391,97.41341397
1552743420,2019-03-16 22:37:00,440377,440429,440177,440284,102.32929654
1552743480,2019-03-16 22:38:00,440285,440455,440255,440342,173.83910032
1552743540,2019-03-16 22:39:00,440341,440350,440256,440288,85.25173269
1552743600,2019-03-16 22:40:00,440288,440328,440263,440294,45.62323149
1552743660,2019-03-16 22:41:00,440304,440350,440296,440341,93.44440593
1552743720,2019-03-16 22:42:00,440341,440440,440332,440393,94.62038913
1552743780,2019-03-16 22:43:00,440393,440414,440310,440344,93.22491146
1552743840,2019-03-16 22:44:00,440338,440397,440287,440320,62.12044378
1552743900,2019-03-16 22:45:00,440320,440359,440171,440196,106.9432783
1552743960,2019-03-16 22:46:00,440196,440227,440138,440192,99.22149418
1552744020,2019-03-16 22:47:00,440230,440244,440121,440142,84.39083914
1552744080,2019-03-16 22:48:00,440142,440153,439910,439912,251.46534331
1552744140,2019-03-16 22:49:00,439942,439978,439854,439915,145.3478304
1552744200,2019-03-16 22:50:00,439915,440018,439893,439997,129.59115063
1552744260,2019-03-16 22:51:00,439983,440074,439945,440050,104.52143086
1552744320,2019-03-16 22:52:00,440049,440049,439830,439830,143.22192165
1552744380,2019-03-16 22:53:00,439830,439873,439800,439820,171.82758288
1552744440,2019-03-16 22:54:00,439821,439828,439606,439662,187.07949759
1552744500,2019-03-16 22:55:00,439663,439679,439444,439500,252.2744573
1552744560,2019-03-16 22:56:00,439484,439518,439350,439506,201.80905707
1552744620,2019-03-16 22:57:00,439510,440054,439503,439824,246.86278903
1552744680,2019-03-16 22:58:00,439824,439998,439810,439871,197.86362458
1552744740,2019-03-16 22:59:00,439868,440149,439862,440145,180.08121741
1552744800,2019-03-16 23:00:00,440148,440149,439976,440044,124.11072299
1552744860,2019-03-16 23:01:00,440044,440044,439833,439946,113.13676516
1552744920,2019-03-16 23:02:00,439945,440169,439918,440044,153.2334517
1552744980,2019-03-16 23:03:00,440045,440100,440028,440093,63.67580725
1552745040,2019-03-16 23:04:00,440099,440214,440084,440098,81.03860959
1552745100,2019-03-16 23:05:00,440099,440110,439923,439940,79.78886517
1552745160,2019-03-16 23:06:00,439932,439973,439830,439836,78.58875001
1552745220,2019-03-16 23:07:00,439839,439898,439800,439820,149.89948825
1552745280,2019-03-16 23:08:00,439824,440100,439824,440095,121.44879019
1552745340,2019-03-16 23:09:00,440095,440176,440028,440086,82.57373986
1552745400,2019-03-16 23:10:00,440091,440165,440063,440112,85.04679082
1552745460,2019-03-16 23:11:00,440112,440178,440061,440106,72.98499332
1552745520,2019-03-16 23:12:00,440106,440153,440000,440037,63.06928202
1552745580,2019-03-16 23:13:00,440016,440038,439898,439952,70.65216286
1552745640,2019-03-16 23:14:00,439952,440056,439875,440026,114.5998591
1552745700,2019-03-16 23:15:00,440029,440108,439971,440049,71.69509044
1552745760,2019-03-16 23:16:00,440049,440150,440035,440114,72.16404387
1552745820,2019-03-16 23:17:00,440109,440172,440090,440172,37.45918306
1552745880,2019-03-16 23:18:00,440157,440248,440132,440248,130.31264033
1552745940,2019-03-16 23:19:00,440248,440439,440236,440324,227.19635078
1552746000,2019-03-16 23:20:00,440339,440363,440269,440342,74.64935731
1552746060,2019-03-16 23:21:00,440334,440385,440291,440353,79.91431006
1552746120,2019-03-16 23:22:00,440361,440438,440210,440406,150.89398784
1552746180,2019-03-16 23:23:00,440391,440500,440346,440463,174.35925278
1552746240,2019-03-16 23:24:00,440457,440500,440424,440453,211.55465622
1552746300,2019-03-16 23:25:00,440446,440555,440372,440539,185.30484258
1552746360,2019-03-16 23:26:00,440539,440539,440477,440495,74.86664691
1552746420,2019-03-16 23:27:00,440506,440588,440450,440533,123.33860589
1552746480,2019-03-16 23:28:00,440534,440536,440436,440489,149.57579983
1552746540,2019-03-16 23:29:00,440489,440536,440430,440512,144.53136503
1552746600,2019-03-16 23:30:00,440515,440654,440501,440620,124.65851975
1552746660,2019-03-16 23:31:00,440620,440854,440570,440813,173.05480875
1552746720,2019-03-16 23:32:00,440843,440960,440758,440840,235.94061398
1552746780,2019-03-16 23:33:00,440841,440966,440778,440921,184.48393958
1552746840,2019-03-16 23:34:00,440915,440930,440812,440896,141.5938831
1552746900,2019-03-16 23:35:00,440895,440995,440868,440972,124.75404104
1552746960,2019-03-16 23:36:00,440977,440993,440894,440925,138.92923638
1552747020,2019-03-16 23:37:00,440915,440923,440825,440868,126.72844135
1552747080,2019-03-16 23:38:00,440868,440923,440833,440860,126.58286235
1552747140,2019-03-16 23:39:00,440881,440881,440722,440845,219.82250112
1552747200,2019-03-16 23:40:00,440835,441172,440806,441123,325.58544014
1552747260,2019-03-16 23:41:00,441119,441555,441091,441350,419.58304133
1552747320,2019-03-16 23:42:00,441350,441402,441242,441296,216.46847809
1552747380,2019-03-16 23:43:00,441296,441324,440910,440956,343.69285019
1552747440,2019-03-16 23:44:00,440926,441099,440915,441031,199.70541262
1552747500,2019-03-16 23:45:00,441033,441200,441009,441164,118.81121087
1552747560,2019-03-16 23:46:00,441149,441177,441033,441125,139.0954938
1552747620,2019-03-16 23:47:00,441131,441247,441078,441214,122.03288781
1552747680,2019-03-16 23:48:00,441214,441400,441202,441284,127.10568482
1552747740,2019-03-16 23:49:00,441285,441348,441155,441171,94.36094896
1552747800,2019-03-16 23:50:00,441146,441176,440891,440891,203.72003262
1552747860,2019-03-16 23:51:00,440879,440932,440720,440798,268.02918696
1552747920,2019-03-16 23:52:00,440798,440799,440460,440482,264.6652486
1552747980,2019-03-16 23:53:00,440482,440510,440335,440446,248.33182793
1552748040,2019-03-16 23:54:00,440446,440588,440446,440569,153.38159699
1552748100,2019-03-16 23:55:00,440569,440688,440547,440572,151.57580448
1552748160,2019-03-16 23:56:00,440583,440617,440500,440530,112.99528482
1552748220,2019-03-16 23:57:00,440599,440850,440530,440777,104.72056183
1552748280,2019-03-16 23:58:00,440840,440919,440668,440706,182.5723803
1552748340,2019-03-16 23:59:00,440719,440744,440653,440716,131.57453637
1552748400,2019-03-17 00:00:00,440717,440850,440657,440661,151.35000893
1552748460,2019-03-17 00:01:00,440797,440888,440690,440862,129.26699328
1552748520,2019-03-17 00:02:00,440847,440966,440778,440832,125.32653569
1552748580,2019-03-17 00:03:00,440836,440888,440765,440775,83.74493874
1552748640,2019-03-17 00:04:00,440772,440832,440733,440760,75.18299504
1552748700,2019-03-17 00:05:00,440756,440829,440500,440568,178.75719748
1552748760,2019-03-17 00:06:00,440551,440685,440540,440620,131.55032378
1552748820,2019-03-17 00:07:00,440620,440689,440612,440660,112.50597055
1552748880,2019-03-17 00:08:00,440660,440757,440627,440733,80.25292075
1552748940,2019-03-17 00:09:00,440733,440788,440673,440688,96.51648344
1552749000,2019-03-17 00:10:00,440688,440716,440666,440692,67.32033615
1552749060,2019-03-17 00:11:00,440694,440707,440500,440580,157.47336262
1552749120,2019-03-17 00:12:00,440579,440600,440504,440548,88.73522037
1552749180,2019-03-17 00:13:00,440546,440574,440222,440375,158.74776014
1552749240,2019-03-17 00:14:00,440341,440384,440231,440303,91.73733163
1552749300,2019-03-17 00:15:00,440303,440358,440170,440170,143.67210746
1552749360,2019-03-17 00:16:00,440170,440269,440158,440223,87.84756390000003
1552749420,2019-03-17 00:17:00,440220,440255,440067,440199,163.16941832
1552749480,2019-03-17 00:18:00,440199,440206,438500,439489,412.86529401
1552749540,2019-03-17 00:19:00,439487,439843,439407,439694,393.62080538
1552749600,2019-03-17 00:20:00,439694,439961,439674,439845,172.19109484
1552749660,2019-03-17 00:21:00,439845,440090,439794,439839,182.3235261
1552749720,2019-03-17 00:22:00,439836,439855,439550,439580,229.66839165
1552749780,2019-03-17 00:23:00,439587,439699,439513,439546,135.38876009
1552749840,2019-03-17 00:24:00,439539,439601,439279,439405,291.76776595
1552749900,2019-03-17 00:25:00,439405,439681,439322,439608,204.5597114
1552749960,2019-03-17 00:26:00,439606,439700,439590,439644,107.9342623
1552750020,2019-03-17 00:27:00,439646,439895,439621,439819,176.55613362
1552750080,2019-03-17 00:28:00,439819,440105,439795,439901,236.05063262
1552750140,2019-03-17 00:29:00,439966,439978,439766,439769,137.2838252
1552750200,2019-03-17 00:30:00,439772,439868,439760,439858,75.12338767
1552750260,2019-03-17 00:31:00,439857,440000,439825,439927,129.79054471
1552750320,2019-03-17 00:32:00,439935,440000,439800,439838,71.91436751
1552750380,2019-03-17 00:33:00,439857,439857,439237,439237,226.39960321
1552750440,2019-03-17 00:34:00,439616,439831,439422,439808,162.24082909999996
1552750500,2019-03-17 00:35:00,439809,440000,439791,439941,182.20431903
1552750560,2019-03-17 00:36:00,439941,440088,439861,439946,119.44378472
1552750620,2019-03-17 00:37:00,439925,440050,439848,439913,121.50038235
1552750680,2019-03-17 00:38:00,439913,439923,439798,439815,70.73075779999998
1552750740,2019-03-17 00:39:00,439815,439854,439717,439829,52.27744121
1552750800,2019-03-17 00:40:00,439826,440092,439820,439978,144.29099126
1552750860,2019-03-17 00:41:00,439978,440128,439978,440055,139.97999454
1552750920,2019-03-17 00:42:00,440059,440209,440033,440209,124.28959631
1552750980,2019-03-17 00:43:00,440209,440239,440116,440125,89.93281643
1552751040,2019-03-17 00:44:00,440122,440170,440033,440134,103.4496159
1552751100,2019-03-17 00:45:00,440134,440152,439845,439845,134.22654711
1552751160,2019-03-17 00:46:00,439849,439887,439683,439778,100.63417391
1552751220,2019-03-17 00:47:00,439780,439902,439685,439902,96.54405772
1552751280,2019-03-17 00:48:00,439922,440055,439774,440023,124.55838571
1552751340,2019-03-17 00:49:00,440023,440025,439812,439873,102.99728273
1552751400,2019-03-17 00:50:00,439873,439997,439863,439936,66.93059037
1552751460,2019-03-17 00:51:00,439936,439946,439448,439575,143.56832476
1552751520,2019-03-17 00:52:00,439575,439676,439387,439435,182.66666928
1552751580,2019-03-17 00:53:00,439435,439457,439316,439414,107.82665983
1552751640,2019-03-17 00:54:00,439392,439635,439392,439547,176.23447439999995
1552751700,2019-03-17 00:55:00,439546,439662,439509,439638,81.66662395
1552751760,2019-03-17 00:56:00,439638,439638,439423,439534,113.84406374
1552751820,2019-03-17 00:57:00,439534,439542,439420,439487,45.88096331
1552751880,2019-03-17 00:58:00,439486,439521,439327,439366,52.68893231
1552751940,2019-03-17 00:59:00,439348,439361,439222,439347,102.94701063
1552752000,2019-03-17 01:00:00,439347,439512,439232,439433,125.59604011
1552752060,2019-03-17 01:01:00,439436,439576,439350,439426,99.77304481
1552752120,2019-03-17 01:02:00,439427,439480,439216,439216,106.13705819
1552752180,2019-03-17 01:03:00,439216,439287,439090,439200,136.36336361
1552752240,2019-03-17 01:04:00,439223,439272,439142,439203,110.64335468
1552752300,2019-03-17 01:05:00,439179,439396,439179,439372,76.21500061
1552752360,2019-03-17 01:06:00,439373,439488,439307,439390,113.18269
1552752420,2019-03-17 01:07:00,439394,439577,439377,439497,83.67901548
1552752480,2019-03-17 01:08:00,439496,439611,439473,439522,99.82845859
1552752540,2019-03-17 01:09:00,439506,439634,439505,439623,94.76151924
1552752600,2019-03-17 01:10:00,439627,439800,439598,439715,130.66188681
1552752660,2019-03-17 01:11:00,439715,439801,439689,439721,82.25481783
1552752720,2019-03-17 01:12:00,439726,439788,439700,439768,50.78946149
1552752780,2019-03-17 01:13:00,439766,439809,439706,439756,103.26829289
1552752840,2019-03-17 01:14:00,439773,439896,439746,439835,150.14210974
1552752900,2019-03-17 01:15:00,439835,439835,439759,439763,62.92102356
1552752960,2019-03-17 01:16:00,439769,440149,439750,439998,156.75387589
1552753020,2019-03-17 01:17:00,440006,440400,439965,440386,254.16679481
1552753080,2019-03-17 01:18:00,440386,440700,440292,440430,264.53310102
1552753140,2019-03-17 01:19:00,440430,440650,440297,440381,227.05782863
1552753200,2019-03-17 01:20:00,440381,440800,440365,440674,222.86913094
1552753260,2019-03-17 01:21:00,440674,440915,440674,440782,196.92166643
1552753320,2019-03-17 01:22:00,440778,441058,440625,440763,253.63075746
1552753380,2019-03-17 01:23:00,440763,440871,440681,440693,106.9499521
1552753440,2019-03-17 01:24:00,440700,440844,440686,440713,114.19618551
1552753500,2019-03-17 01:25:00,440695,440750,440491,440504,190.8548018
1552753560,2019-03-17 01:26:00,440491,440710,440491,440653,125.98761597
1552753620,2019-03-17 01:27:00,440653,440653,440516,440549,62.9944789
1552753680,2019-03-17 01:28:00,440549,440637,440458,440594,95.2029214
1552753740,2019-03-17 01:29:00,440558,440905,440367,440741,172.78021379
1552753800,2019-03-17 01:30:00,440741,440980,440695,440855,114.01862068
1552753860,2019-03-17 01:31:00,440855,441224,440806,441121,153.15207339
1552753920,2019-03-17 01:32:00,441119,441295,441001,441179,165.90010974
1552753980,2019-03-17 01:33:00,441184,441207,441000,441036,86.81449696
1552754040,2019-03-17 01:34:00,441050,441140,441002,441114,69.20003639
1552754100,2019-03-17 01:35:00,441113,441157,440885,440957,129.2003072
1552754160,2019-03-17 01:36:00,440948,441123,440904,441025,95.6290584
1552754220,2019-03-17 01:37:00,441023,441106,440980,440980,88.27026111
1552754280,2019-03-17 01:38:00,440980,440999,440807,440807,117.87735726
1552754340,2019-03-17 01:39:00,440806,440923,440736,440807,119.81857289
1552754400,2019-03-17 01:40:00,440807,440920,440739,440832,89.36426465
1552754460,2019-03-17 01:41:00,440820,440919,440730,440914,61.09845976
1552754520,2019-03-17 01:42:00,440914,441006,440865,440891,88.29621176
1552754580,2019-03-17 01:43:00,440888,440897,440593,440695,143.00585684
1552754640,2019-03-17 01:44:00,440681,440690,440568,440620,117.1296957
1552754700,2019-03-17 01:45:00,440620,440833,440405,440530,236.76857106
1552754760,2019-03-17 01:46:00,440525,440764,440480,440724,108.17768546
1552754820,2019-03-17 01:47:00,440724,440767,440601,440634,76.51564238
1552754880,2019-03-17 01:48:00,440634,440696,440600,440685,33.39593191
1552754940,2019-03-17 01:49:00,440682,440695,440547,440595,73.09301132
1552755000,2019-03-17 01:50:00,440595,440657,440471,440504,89.61726407
1552755060,2019-03-17 01:51:00,440511,440538,440466,440478,46.35327255
1552755120,2019-03-17 01:52:00,440478,440588,440470,440565,49.61162679
1552755180,2019-03-17 01:53:00,440565,440839,440555,440793,105.87697286
1552755240,2019-03-17 01:54:00,440793,440980,440710,440899,190.2922616
1552755300,2019-03-17 01:55:00,440847,440872,440646,440646,85.38412821
1552755360,2019-03-17 01:56:00,440646,440654,440473,440576,150.53520769
1552755420,2019-03-17 01:57:00,440590,440686,440567,440631,70.54095394
1552755480,2019-03-17 01:58:00,440629,440664,440500,440576,85.55821224
1552755540,2019-03-17 01:59:00,440576,440593,440230,440294,160.65943639
1552755600,2019-03-17 02:00:00,440294,440331,440060,440154,183.30433002
1552755660,2019-03-17 02:01:00,440154,440224,440024,440043,98.47821857
1552755720,2019-03-17 02:02:00,440035,440099,439932,439953,132.45040857
1552755780,2019-03-17 02:03:00,439900,440146,439863,440048,144.64942894
1552755840,2019-03-17 02:04:00,440047,440156,440046,440132,60.10998329
1552755900,2019-03-17 02:05:00,440130,440147,439964,440141,81.42737453
1552755960,2019-03-17 02:06:00,440141,440288,440127,440243,112.3662794
1552756020,2019-03-17 02:07:00,440243,440520,440231,440460,113.44249168
1552756080,2019-03-17 02:08:00,440460,440579,440418,440472,81.29207962
1552756140,2019-03-17 02:09:00,440472,440660,440422,440422,74.19027713
1552756200,2019-03-17 02:10:00,440452,440480,440146,440146,177.91626482
1552756260,2019-03-17 02:11:00,440149,440195,440004,440106,141.22232742
1552756320,2019-03-17 02:12:00,440106,440177,439874,440078,211.52926752
1552756380,2019-03-17 02:13:00,440078,440123,439994,440113,82.70880976
1552756440,2019-03-17 02:14:00,440107,440196,440075,440127,45.48418467
1552756500,2019-03-17 02:15:00,440127,440188,440050,440050,70.26510252
1552756560,2019-03-17 02:16:00,440086,440134,440033,440083,49.98942029
1552756620,2019-03-17 02:17:00,440082,440122,440057,440088,27.11442021
1552756680,2019-03-17 02:18:00,440088,440092,439908,439915,57.08921971
1552756740,2019-03-17 02:19:00,439915,440041,439861,440041,51.56719235
1552756800,2019-03-17 02:20:00,440041,440123,440027,440095,52.83930205
1552756860,2019-03-17 02:21:00,440054,440257,440046,440247,102.01442289
1552756920,2019-03-17 02:22:00,440247,440247,440138,440175,50.32282455
1552756980,2019-03-17 02:23:00,440175,440291,440134,440278,40.84384822
1552757040,2019-03-17 02:24:00,440279,440470,440235,440280,115.00313914
1552757100,2019-03-17 02:25:00,440317,440344,440204,440260,39.511281
1552757160,2019-03-17 02:26:00,440259,440307,440247,440282,32.63424507
1552757220,2019-03-17 02:27:00,440277,440357,440248,440357,34.63923843
1552757280,2019-03-17 02:28:00,440357,440382,440268,440330,46.16077775
1552757340,2019-03-17 02:29:00,440328,440340,440265,440300,38.77205167
1552757400,2019-03-17 02:30:00,440300,440343,440272,440272,21.85202443
1552757460,2019-03-17 02:31:00,440300,440446,440251,440407,62.02097791
1552757520,2019-03-17 02:32:00,440411,440630,440411,440532,91.92081294
1552757580,2019-03-17 02:33:00,440533,440630,440494,440586,76.64984085
1552757640,2019-03-17 02:34:00,440580,440711,440574,440695,46.11225443
1552757700,2019-03-17 02:35:00,440686,440806,440686,440789,110.1888582
1552757760,2019-03-17 02:36:00,440789,440828,440746,440786,60.56854162
1552757820,2019-03-17 02:37:00,440773,440887,440771,440775,68.04410547
1552757880,2019-03-17 02:38:00,440775,440807,440753,440773,88.91734974
1552757940,2019-03-17 02:39:00,440772,440888,440751,440822,86.51060508
1552758000,2019-03-17 02:40:00,440819,440879,440819,440851,32.70332565
